Name,Sponsor,University,Sport,Instagram,Twitter,Gender
Jacob Edwards,Barstool Sports,Clemson University,Football,https://instagram.com/jacob_edwards123,https://twitter.com/@jacobnotjames1,1
Mitchell Mayes,Barstool Sports,Clemson University,Football,https://instagram.com/mitchellmayes_,https://twitter.com/@_7msm2_,1
Sawyer Dagan,Barstool Sports,Clemson University,Cross Country,https://instagram.com/sawyer1k,https://twitter.com/@SawyerDagan,1
Kelsey Gripekoven,Barstool Sports,Clemson University,Cross Country,https://instagram.com/kelsey_gripekoven,,1
Andrew Puscas,Barstool Sports,Clemson University,Tennis,https://instagram.com/andrewpuscas,https://twitter.com/@puscasandrew,1
Jacob Jahn,Barstool Sports,Clemson University,Tennis,https://instagram.com/jacob.jahn,https://twitter.com/@JacobJahn00,1
Cade Jones,Barstool Sports,Clemson University,Track and Field,https://instagram.com/cadejones0,https://twitter.com/@CadeJones0,1
Giano Roberts,Barstool Sports,Clemson University,Track and Field,https://instagram.com/giano_r,https://twitter.com/@GianoRoberts,1
Ken'Naria Gadson,Barstool Sports,Clemson University,Track and Field,https://instagram.com/kaykay_track,,1
Abi Stuart,Barstool Sports,Clemson University,Softball,https://instagram.com/Abi_stuart,https://twitter.com/@abistu13,0
Abby Dutton,Barstool Sports,Clemson University,Rowing,https://instagram.com/abbydutton,https://twitter.com/@AbbyDutton14,0
Avery Howard,Barstool Sports,Clemson University,Rowing,https://instagram.com/averyh_04,https://twitter.com/@averh0417,0
Meghan McLean,Barstool Sports,Clemson University,Rowing,https://instagram.com/meghan_mclean,https://twitter.com/@meghan_mclean7,0
Hal Hershfelt,Barstool Sports,Clemson University,Soccer,,https://twitter.com/@halhershfelt,1
Will Hellmers,Barstool Sports,Louisiana State University,Baseball,https://instagram.com/whellmers,https://twitter.com/@whellmers4,1
Max Peterson,Barstool Sports,Louisiana State University,Football,https://instagram.com/max_peterson47,https://twitter.com/@MaxPeterson47,1
Annie Fink,Barstool Sports,Louisiana State University,Cross Country,https://instagram.com/anniefink1,https://twitter.com/@annie_fink1,0
Alicia Stamey,Barstool Sports,Louisiana State University,Cross Country,https://instagram.com/aliciastamey,https://twitter.com/@alicia_stamey,0
Bella Zanotelli,Barstool Sports,Louisiana State University,Soccer,https://instagram.com/bellazanotelli,,0
Raigen Cianciulli,Barstool Sports,Louisiana State University,Volleyball,https://instagram.com/raigen_cianciulli,https://twitter.com/@raigenciulli,0
Allee Morris,Barstool Sports,Louisiana State University,Volleyball,https://instagram.com/alleemorris,https://twitter.com/@allee_morris,0
Mark Scamardella,Barstool Sports,Bryant University,Baseball,https://instagram.com/_markscamardella_,,1
David Onyemem,Barstool Sports,Bryant University,Football,https://instagram.com/dave.mcmxcix,https://twitter.com/@africaisthename,1
Kenny Dyson Jr.,Barstool Sports,Bryant University,Football,https://instagram.com/ktdjr,https://twitter.com/@ktdjr,1
Khalid Shabazz-Williams,Barstool Sports,Bryant University,Football,https://instagram.com/11shabazz,https://twitter.com/@KhalidWilliams9,1
Carson Ivey,Barstool Sports,Bryant University,Football,https://instagram.com/carson.ivey72,https://twitter.com/@carsonivey72,1
Jihad Edmond,Barstool Sports,Bryant University,Football,https://instagram.com/Ssnf_jihad,https://twitter.com/@JEdmond_23,1
Landon Ruggieri,Barstool Sports,Bryant University,Football,https://instagram.com/landonruggieri_,https://twitter.com/@LandonRuggieri,1
Nicholas Petracca,Barstool Sports,Bryant University,Golf,https://instagram.com/Nick_petracca,,1
Eoghan Mullett,Barstool Sports,Bryant University,Lacrosse,https://instagram.com/eoghanmullett,https://twitter.com/@eoghanmullett26,1
Diego Rodriguez,Barstool Sports,Bryant University,Soccer,https://instagram.com/diegorod_21,https://twitter.com/@diegorod_21,1
Andrew Buss,Barstool Sports,Bryant University,Soccer,https://instagram.com/andrewbuss_,https://twitter.com/@septabuss7,1
Jake Spaulding,Barstool Sports,Bryant University,Soccer,https://instagram.com/jake.spaulding,,1
Kyle Mabe,Barstool Sports,Bryant University,Soccer,https://instagram.com/kylejmabe,https://twitter.com/@kyle_mabe99,1
Evan Clark,Barstool Sports,Bryant University,Swimming and Diving,https://instagram.com/Evanclark66,,1
Andrew Gamper,Barstool Sports,Bryant University,Swimming and Diving,https://instagram.com/andrewgamperr,https://twitter.com/@AndrewGamper,1
Calvin Groenewold,Barstool Sports,Bryant University,Swimming and Diving,https://instagram.com/c_groenewold_10,https://twitter.com/@CalvinGroenewo3,1
Trent Levasseur,Barstool Sports,Bryant University,Swimming and Diving,https://instagram.com/trent_7,https://twitter.com/@trent_l7,1
Diego Trejo,Barstool Sports,Bryant University,Tennis,https://instagram.com/the_original_diegito,https://twitter.com/@DTrejo2001,1
Emily Diaz,Barstool Sports,Bryant University,Lacrosse,https://instagram.com/Emilyydiaz,https://twitter.com/@emilydiazz_,0
Chamberlaine Bell,Barstool Sports,Bryant University,Lacrosse,https://instagram.com/chamberlaine.vb,,0
Sofia Cassano,Barstool Sports,Bryant University,Soccer,https://instagram.com/sofiacassano_,https://twitter.com/@cassano_sofia,0
Jessica Rinaldi,Barstool Sports,Bryant University,Soccer,https://instagram.com/jessica.rinaldii,,0
Emily Masera,Barstool Sports,Bryant University,Track and Field,https://instagram.com/emily_masera,https://twitter.com/@MaseraEmily,0
Jamie Marold,Barstool Sports,Northwestern University,Field Hockey,https://instagram.com/jamie_marold,,0
Zac Krause,Barstool Sports,Northwestern University,Football,https://instagram.com/Zac_krause,https://twitter.com/@zac_krause,1
Jake Arthurs,Barstool Sports,Northwestern University,Football,https://instagram.com/jakearthurs31,https://twitter.com/@JakeArthurs31,1
Will Lansbury,Barstool Sports,Northwestern University,Football,https://instagram.com/Willylansbury,,1
Trevor Kent,Barstool Sports,Northwestern University,Football,https://instagram.com/trevor_kent96,,1
Sean McLaughlin,Barstool Sports,Northwestern University,Football,https://instagram.com/seanmclaughlin80,https://twitter.com/@sean_mac44,1
Ryan Gridley,Barstool Sports,Northwestern University,Swimming and Diving,https://instagram.com/ry_gridley,,1
Skyler Shellmyer,Barstool Sports,Northwestern University,Softball,https://instagram.com/skymy08,https://twitter.com/@skymy08,0
Ally Palermo,Barstool Sports,Northwestern University,Lacrosse,https://instagram.com/Allypalermo_,https://twitter.com/@apal219,0
Johanna Kingsfield,Barstool Sports,Northwestern University,Lacrosse,https://instagram.com/johanna_k19,https://twitter.com/@JohannaKingsfi1,0
Nicole Doucette,Barstool Sports,Northwestern University,Soccer,https://instagram.com/nicoledoucette_,https://twitter.com/@nicoledoucette_,0
Julietta Thron,Barstool Sports,Northwestern University,Soccer,https://instagram.com/_julezzzz__,,0
Nicky Winterstein,Barstool Sports,University of Toledo,Baseball,https://instagram.com/Nicky___W,https://twitter.com/@N_W1nterste1n,1
Thomas Cluckey,Barstool Sports,University of Toledo,Football,https://instagram.com/Thomascluckey17,https://twitter.com/@ThomasCluckey36,1
Bailey Flint,Barstool Sports,University of Toledo,Football,https://instagram.com/flinley,,1
Tucker Gleason,Barstool Sports,University of Toledo,Football,https://instagram.com/tuckgleason,https://twitter.com/@TuckGleason,1
Sean Mills,Barstool Sports,University of Toledo,Football,https://instagram.com/Seanmills19,https://twitter.com/@seanmills016,1
Aleah Marra,Barstool Sports,University of Toledo,Softball,https://instagram.com/aleahmarra,https://twitter.com/@aleahmarra01,0
Lexi Lance,Barstool Sports,University of Toledo,Basketball,https://instagram.com/lexilance31,https://twitter.com/@LexiLance13,0
Claudia Sampson,Barstool Sports,University of Toledo,Golf,https://instagram.com/claudiasampson01,https://twitter.com/@cmsampson19,0
Grace Turski,Barstool Sports,University of Toledo,Soccer,https://instagram.com/graceturski,https://twitter.com/@graceturski,0
Hannah Beavers,Barstool Sports,University of Toledo,Swimming and Diving,https://instagram.com/hannahbeavers_,https://twitter.com/@Hannahbeavers_,0
Tanner Morgan,Barstool Sports,Lipscomb University,Baseball,,,1
Tanner Morgan,Barstool Sports,Lipscomb University,Baseball,https://instagram.com/tanner_morgan15,https://twitter.com/@tannermorgan14,1
Malik Williams,Barstool Sports,Lipscomb University,Baseball,https://instagram.com/leek_willi24,https://twitter.com/@Malik24Williams,1
Jason Risse,Barstool Sports,Lipscomb University,Cross Country,https://instagram.com/jasonrisse_,,1
Sam Shaylor,Barstool Sports,Lipscomb University,Cross Country,https://instagram.com/shaylorsam,https://twitter.com/@ShaylorSam,1
Ford Goldasich,Barstool Sports,Lipscomb University,Golf,https://instagram.com/ford_goldasich,https://twitter.com/@FordGoldasich,1
Jack Morris,Barstool Sports,Lipscomb University,Golf,https://instagram.com/jack.morris.4,https://twitter.com/@jackmorris142,1
Kamryn Bacus,Barstool Sports,Lipscomb University,Volleyball,https://instagram.com/kamrynbacus,https://twitter.com/@kamrynbacus,0
Luke Pawlak,Barstool Sports,Montana State University,Football,https://instagram.com/luke.pawlak,https://twitter.com/@LukePawlak,1
Alex Johnson,Barstool Sports,Montana State University,Football,https://instagram.com/alex40johnson,https://twitter.com/@alexjohnson1416,1
Jourdain Klein,Barstool Sports,Montana State University,Volleyball,https://instagram.com/jourdklein,https://twitter.com/@jourdklein,0
Kyle Hannon,Barstool Sports,Pennsylvania State University,Baseball,https://instagram.com/kylehannon_28,https://twitter.com/@kylehannon_28,1
Sera Mazza,Barstool Sports,Pennsylvania State University,Cross Country,https://instagram.com/seramazza,,0
Brayden Peck,Barstool Sports,Pennsylvania State University,Lacrosse,https://instagram.com/brayden_peck10,https://twitter.com/@bpeck10,1
Madison Smith,Barstool Sports,Pennsylvania State University,Track and Field,https://instagram.com/Madi_smithhhhhh,,0
Jack Driscoll,Barstool Sports,Pennsylvania State University,Volleyball,https://instagram.com/Jackdriscoll_,https://twitter.com/@jack_driscoll_,1
Jessie Bastardi,Barstool Sports,Pennsylvania State University,Gymnastics,,https://twitter.com/@shuposh,0
Maddy Bilinovic,Barstool Sports,Pennsylvania State University,Volleyball,https://instagram.com/mbilinovic,,0
Jonathan Bryant,Barstool Sports,Florida Gulf Coast University,Soccer,https://instagram.com/jonn__truu0,https://twitter.com/@jonAKAVinny,1
Emily Estroff,Barstool Sports,Florida Gulf Coast University,Softball,https://instagram.com/emilyestroff,https://twitter.com/@emilyestroff,0
Emme Beaupre,Barstool Sports,Florida Gulf Coast University,Cross Country,https://instagram.com/emme_beaupre,,0
Alyssa Abbondandolo,Barstool Sports,Florida Gulf Coast University,Soccer,https://instagram.com/alyssabbondandolo,https://twitter.com/@aabby20,0
Sam Thompson,Barstool Sports,Texas Christian University,Baseball,https://instagram.com/Samthompson._,https://twitter.com/@_samthompson3,1
Nick Busa,Barstool Sports,Texas Christian University,Football,https://instagram.com/nickbusa,https://twitter.com/@busa_nick,1
Jasper Lott,Barstool Sports,Texas Christian University,Football,https://instagram.com/jasper_lott86,https://twitter.com/@JLott87,1
Thomas Allkins,Barstool Sports,Texas Christian University,Golf,https://instagram.com/thomasallkins21,https://twitter.com/@thomasallkins21,1
Brandon Massey,Barstool Sports,Texas Christian University,Golf,https://instagram.com/brandonmassey7,,1
Reed Dittlinger,Barstool Sports,Texas Christian University,Swimming and Diving,https://instagram.com/reeddittlinger,https://twitter.com/@freewillyreed,1
Mariana Martinez,Barstool Sports,Texas Christian University,Cross Country,https://instagram.com/mariana_martinezz,,0
Sabrina Iqbal,Barstool Sports,Texas Christian University,Golf,https://instagram.com/sabrina_ii,,0
Morgan Despres,Barstool Sports,Texas Christian University,Swimming and Diving,https://instagram.com/morgandespres,https://twitter.com/@despremo,0
McKenzie Nichols,Barstool Sports,Texas Christian University,Volleyball,https://instagram.com/Mckenzieknichols,https://twitter.com/@kenzienichols4,0
Burke Pitz,Barstool Sports,Purdue University Fort Wayne,Golf,https://instagram.com/burke.pitz,https://twitter.com/@burkepitz3,1
Camryn Mosher,Barstool Sports,Purdue University Fort Wayne,Softball,https://instagram.com/cammosherrr,https://twitter.com/@camryn_mosher,0
Ramei Jackson,Barstool Sports,Purdue University Fort Wayne,Volleyball,https://instagram.com/ramei_jackson,https://twitter.com/@jackson_ramei,0
Nicholas Judice,Barstool Sports,University of Louisiana at Monroe,Baseball,https://instagram.com/nick_judice,https://twitter.com/@nicholas_judice,1
Sam Plants,Barstool Sports,University of Louisiana at Monroe,Football,https://instagram.com/Samster3__,https://twitter.com/@SamPlants68,1
Dakota Torbert,Barstool Sports,University of Louisiana at Monroe,Football,https://instagram.com/_dakotatorbert,https://twitter.com/@dtorbert8,1
Madi Garza,Barstool Sports,University of Louisiana at Monroe,Soccer,https://instagram.com/madigarza,https://twitter.com/@madigracegarza,0
Avery Cole,Liquid I.V.,University of Louisiana at Monroe,Volleyball,,,0
Madeline Villarreal,Barstool Sports,University of Louisiana at Monroe,Volleyball,https://instagram.com/villarreal.maddy,,0
J.D. Rutherford,Barstool Sports,University of Southern Mississippi,Football,https://instagram.com/jdrutherford0,https://twitter.com/@jdrutherford0,1
T.J. Harvey,Barstool Sports,University of Southern Mississippi,Football,https://instagram.com/T.harvey2,https://twitter.com/@tharvey002,1
Emanuel Rushing,Barstool Sports,University of Southern Mississippi,Football,https://instagram.com/nanxrush,https://twitter.com/@RushingEmanuel,1
Peyton McKinion,Barstool Sports,University of Southern Mississippi,Football,https://instagram.com/Peyton.mckinion,https://twitter.com/@75Mckinion,1
DJ Hurd,Barstool Sports,University of Southern Mississippi,Track and Field,https://instagram.com/dj.hurd,https://twitter.com/@dj_hurd,1
Maddie Moody,Barstool Sports,University of Southern Mississippi,Softball,https://instagram.com/Maddie.moody,https://twitter.com/@MaddieMoo14,0
Cal Theal,Barstool Sports,Niagara University,Baseball,https://instagram.com/caltheal,https://twitter.com/@cal_theal,1
Justin Roberts,Barstool Sports,Niagara University,Basketball,https://instagram.com/justin.roberts0,https://twitter.com/@J_Roberts3,1
Michael Corson,Barstool Sports,Niagara University,Ice Hockey,https://instagram.com/mikey_corson,,1
Jayson Repine,Barstool Sports,Niagara University,Soccer,https://instagram.com/JaysonRepine,https://twitter.com/@JaysonRepine,1
Maddy Yelle,Barstool Sports,Niagara University,Basketball,https://instagram.com/maddy.yelle,https://twitter.com/@maddy_yelle,0
Ally Haar,Barstool Sports,Niagara University,Basketball,https://instagram.com/ally.haar,https://twitter.com/@allyhaar20,0
Kyra Grimshaw,Barstool Sports,Niagara University,Basketball,https://instagram.com/ky.grim23,https://twitter.com/@kyra_grimshaw,0
Kayla Kreger,Barstool Sports,Niagara University,Swimming and Diving,https://instagram.com/kayla.kreger,https://twitter.com/@kreger_kayla,0
Amanda Darling,Barstool Sports,Niagara University,Volleyball,https://instagram.com/amanda.darling1,https://twitter.com/@amandadarling05,0
Zack Sanders,Barstool Sports,Missouri State University,Football,https://instagram.com/zacksanders_uno,https://twitter.com/@Zacksanders007,1
Jake Van Dyne,Barstool Sports,Missouri State University,Football,https://instagram.com/jakevandyne16,https://twitter.com/@jvandyne12,1
Todric McGee,Barstool Sports,Missouri State University,Football,https://instagram.com/todricmcgee.13,,1
Nick Hessefort,Barstool Sports,Missouri State University,Football,https://instagram.com/nick_hessefort,,1
Gaige Prim,Barstool Sports,Missouri State University,Basketball,https://instagram.com/primgaige,,1
Crimson Callahan,Barstool Sports,Missouri State University,Golf,https://instagram.com/alabamacrimsontide22,https://twitter.com/@acrimsontide2,1
Cabrini Johnson,Barstool Sports,Missouri State University,Swimming and Diving,https://instagram.com/Cabi.jo,https://twitter.com/@johnson_cabrini,0
Ryan Surin,Barstool Sports,Saint Louis University,Baseball,https://instagram.com/Ryan_Surin,https://twitter.com/@SurinRyan,1
Leo Burns,Barstool Sports,Saint Louis University,Cross Country,https://instagram.com/leoburns_,https://twitter.com/@Leo_Burns03,1
Sam Hernandez,Barstool Sports,Saint Louis University,Swimming and Diving,https://instagram.com/Sjh.2612,https://twitter.com/@Sjh_26212,1
Oscar Alvarez,Barstool Sports,Saint Louis University,Tennis,https://instagram.com/oscaralvarezc00,,1
Taylor Quick,Barstool Sports,Saint Louis University,Cross Country,https://instagram.com/taylorquick12,https://twitter.com/@tquick22,0
Krishna Raj,Barstool Sports,Charleston Southern University,Baseball,https://instagram.com/Krishnaraj__,https://twitter.com/@K_Raj99,1
Matt Suriano,Barstool Sports,Charleston Southern University,Football,https://instagram.com/msuriano52,,1
Dakota Fiedler,Barstool Sports,Charleston Southern University,Soccer,https://instagram.com/dakota.fiedler,https://twitter.com/@dakfiedler,0
Zach Petersen,Barstool Sports,Iowa State University,Football,https://instagram.com/zpetersen22,https://twitter.com/@zpetersen22,1
Tyler Moore,Barstool Sports,Iowa State University,Football,https://instagram.com/Tyler_m82,https://twitter.com/@TylerJMoore82,1
Gage Clay,Barstool Sports,Iowa State University,Track and Field,https://instagram.com/gageclay15,https://twitter.com/@ClayGage,1
Charlie Klepps,Barstool Sports,Iowa State University,Wrestling,https://instagram.com/charlie_klepps,https://twitter.com/@charlie_klepps,1
Natalie Horowitz,Barstool Sports,Iowa State University,Gymnastics,https://instagram.com/nataliehorowitz,https://twitter.com/@nathorowitz_,0
Kenady Adams,Barstool Sports,Iowa State University,Soccer,https://instagram.com/kenadyadams,https://twitter.com/@KenadyAdams,0
Keiara Williams,Barstool Sports,Iowa State University,Track and Field,,https://twitter.com/@kekemarie123,0
Brooke Andersen,Barstool Sports,Iowa State University,Volleyball,https://instagram.com/brooke.andersen,https://twitter.com/@brookeandersen3,0
Dante Bozzuti,Barstool Sports,New Jersey Institute of Technology,Baseball,https://instagram.com/dantebozzuti,https://twitter.com/@dantebozzuti,1
Eric Sherman,Barstool Sports,New Jersey Institute of Technology,Lacrosse,https://instagram.com/Ericlsherman,https://twitter.com/@Ericlsherman,1
Ashwin Kanetkar,Barstool Sports,New Jersey Institute of Technology,Tennis,https://instagram.com/ashwinkanetkar,https://twitter.com/@k1ngkanet,1
AJ Jones,Barstool Sports,New Jersey Institute of Technology,Volleyball,,,1
Alec Burns,Barstool Sports,West Virginia University,Baseball,https://instagram.com/alec_burns,https://twitter.com/@AlecABurns,1
Vince Ippoliti,Barstool Sports,West Virginia University,Baseball,https://instagram.com/vince_ippoliti,https://twitter.com/@vince_ippoliti,1
Garrett Greene,Barstool Sports,West Virginia University,Football,https://instagram.com/garrettgreene11,https://twitter.com/@garrett3greene,1
Nick Malone,Barstool Sports,West Virginia University,Football,https://instagram.com/malonenicky,https://twitter.com/@nickmalone58,1
Joseph Biafora,Barstool Sports,West Virginia University,Soccer,https://instagram.com/joseph_biafora,https://twitter.com/@JosephBiafora,1
Emily DeGlopper,Barstool Sports,West Virginia University,Rowing,https://instagram.com/Emilydeglopper,https://twitter.com/@deglopper_emily,0
Ally Fisher,Barstool Sports,West Virginia University,Rowing,https://instagram.com/ally.fisherr,https://twitter.com/@allyrae25,0
Kathleen Meldrum,Barstool Sports,West Virginia University,Rowing,https://instagram.com/katemeldrum,https://twitter.com/@meldrum_p,0
Maya Ladhani,Barstool Sports,West Virginia University,Soccer,https://instagram.com/maya.ladhani,https://twitter.com/@mladhani6,0
Lauren Beckish,Barstool Sports,West Virginia University,Swimming and Diving,https://instagram.com/lmbeckish,https://twitter.com/@lauren121599,0
Emma Longley,Barstool Sports,West Virginia University,Swimming and Diving,https://instagram.com/em.longley,https://twitter.com/@EM_longley,0
Emmy Ogogor,Barstool Sports,West Virginia University,Volleyball,https://instagram.com/emmy.ogogor,https://twitter.com/@EmmyOgogor,0
Kason Howell,Barstool Sports,Auburn University,Baseball,https://instagram.com/kasonhowell586,https://twitter.com/@kasonhowell,1
Cole Foster,Barstool Sports,Auburn University,Baseball,https://instagram.com/colefoster12,https://twitter.com/@Colefoster20,1
Brody Moore,Barstool Sports,Auburn University,Baseball,https://instagram.com/Brody.moore2,,1
Romello Height,Barstool Sports,Auburn University,Football,https://instagram.com/r_smoove3,https://twitter.com/@height_romello,1
Kyle Brown,Barstool Sports,Auburn University,Cross Country,https://instagram.com/kyle.brown55,https://twitter.com/@Brown355Kyle,1
Skip Donald,Barstool Sports,Auburn University,Swimming and Diving,https://instagram.com/_skipdonald_,https://twitter.com/@SK1P_00,1
Alejandro Flores,Barstool Sports,Auburn University,Swimming and Diving,https://instagram.com/alejandro_floress,https://twitter.com/@Flugginstv,1
Jacques Rathle,Barstool Sports,Auburn University,Swimming and Diving,https://instagram.com/jrathle,https://twitter.com/@jrathle22,1
Lindsey Garcia,Barstool Sports,Auburn University,Softball,https://instagram.com/lindseeygarcia,https://twitter.com/@lindseeygarcia,0
Carlee McCondichie,Barstool Sports,Auburn University,Softball,https://instagram.com/carleemccondichie,https://twitter.com/@carleemccondichie,0
Kelsey Schmidt,Barstool Sports,Auburn University,Softball,https://instagram.com/kelseyy.schmidt,https://twitter.com/@kaschmidt31,0
Riley Donahue,Barstool Sports,Auburn University,Basketball,https://instagram.com/rileyyydonahue,https://twitter.com/@donahri,0
Anna Sumner,Barstool Sports,Auburn University,Gymnastics,https://instagram.com/annasumner_,https://twitter.com/@AnnaSumner_,0
Layton Glisson,Barstool Sports,Auburn University,Soccer,https://instagram.com/laytongliss,https://twitter.com/@GlissonLayton,0
Carolyn Ansari,Barstool Sports,Auburn University,Tennis,https://instagram.com/carolynansari_,https://twitter.com/@carolynansari,0
Ryder Giles,Obsesh Media Inc,East Carolina University,Baseball,https://instagram.com/rydergiles3,https://twitter.com/@RyderGiles,1
Josh Murphy,Barstool Sports,East Carolina University,Football,https://instagram.com/josh_murphy14,https://twitter.com/@joshhhhmurphy13,1
Shane Calhoun,Barstool Sports,East Carolina University,Football,https://instagram.com/Shane.Calhoun,,1
Slade Roy,Barstool Sports,East Carolina University,Football,https://instagram.com/sladeroy_,https://twitter.com/@sladeroy_,1
Conner O'Shea,Barstool Sports,East Carolina University,Cross Country,https://instagram.com/oshea.conner,https://twitter.com/@ConnerOShea2,1
Abby Yourkavitch,Barstool Sports,East Carolina University,Cross Country,https://instagram.com/abbyyourkavitch,https://twitter.com/@abbyyourkavitch,0
Sierra Lowery,Barstool Sports,East Carolina University,Soccer,https://instagram.com/sierraaloweryy,https://twitter.com/@sierraaloweryy,0
Rosalynd Hollingsworth,Barstool Sports,East Carolina University,Track and Field,https://instagram.com/rosalynd18,,0
Sommer Knight,Barstool Sports,East Carolina University,Track and Field,https://instagram.com/sommermckay,https://twitter.com/@SommerMckay,0
Mike DeStefano,Barstool Sports,Canisius College,Baseball,https://instagram.com/mikedestefano_4,https://twitter.com/@MikeDestefano_4,1
Carlin Dick,Barstool Sports,Canisius College,Baseball,https://instagram.com/cd53_,,1
Andrew Fron,Barstool Sports,Canisius College,Baseball,https://instagram.com/fron_9,https://twitter.com/@Fron_9,1
Connor Doran,Barstool Sports,Canisius College,Cross Country,https://instagram.com/connor_doran30,https://twitter.com/@Connor30Doran,1
Derek Hamelin,Barstool Sports,Canisius College,Ice Hockey,https://instagram.com/derekhamelin58,https://twitter.com/@Hamelin87,1
Mitchell Martan,Barstool Sports,Canisius College,Ice Hockey,https://instagram.com/mmartan81,,1
Kevin Eells,Barstool Sports,Canisius College,Lacrosse,https://instagram.com/kevineells12,https://twitter.com/@kpeells,1
Luke Szablewski,Barstool Sports,Canisius College,Soccer,https://instagram.com/lukeszablewski_11,https://twitter.com/@LukeSzablewski,1
Camryn Lucarelli,Barstool Sports,Canisius College,Lacrosse,https://instagram.com/camrynlucarelli,https://twitter.com/@CamrynLucarelli,0
Riley Davis,Barstool Sports,Canisius College,Lacrosse,https://instagram.com/rileydavis14,https://twitter.com/@rileydavis141,0
Paige Stachura,Barstool Sports,Canisius College,Lacrosse,https://instagram.com/paigestachura,https://twitter.com/@paigestachura,0
Hayley Montoya,Barstool Sports,Canisius College,Volleyball,https://instagram.com/hayley.montoya,,0
Jackson DeJohn,Barstool Sports,St. Bonaventure University,Baseball,https://instagram.com/jtdejohn19,https://twitter.com/@jackson__dejohn,1
Ben Berger,Barstool Sports,St. Bonaventure University,Baseball,https://instagram.com/benberger22,https://twitter.com/@BBerger2299,1
Aidan Boyle,Barstool Sports,St. Bonaventure University,Cross Country,https://instagram.com/_aidanboyle,https://twitter.com/@_aidanboyle_,1
Nathan Prisella,Barstool Sports,St. Bonaventure University,Cross Country,https://instagram.com/nate_prisella_2,https://twitter.com/@Nate_Prisella,1
Zach Owens,Barstool Sports,St. Bonaventure University,Lacrosse,https://instagram.com/zachxowens,https://twitter.com/@zachxowens,1
Brett Dobson,Barstool Sports,St. Bonaventure University,Lacrosse,,https://twitter.com/@bdobson_45,1
Ben Garcia,Barstool Sports,St. Bonaventure University,Lacrosse,https://instagram.com/ben_garcia3,https://twitter.com/@bg3ben,1
Tommy White,Barstool Sports,St. Bonaventure University,Swimming and Diving,https://instagram.com/tommyw24,https://twitter.com/@Tommy_White24,1
Claire Cody,Barstool Sports,St. Bonaventure University,Basketball,https://instagram.com/ccody515,https://twitter.com/@clairecody31,0
Erin Keller,Barstool Sports,St. Bonaventure University,Lacrosse,https://instagram.com/erinkeller5,https://twitter.com/@erinkeller55,0
Caroline Yoder,Barstool Sports,St. Bonaventure University,Lacrosse,https://instagram.com/carolineyoder14,https://twitter.com/@carolineyoder14,0
Jake Farrell,Barstool Sports,University of Hawaii at Manoa,Football,https://instagram.com/Jake_farrell8,https://twitter.com/@jake_farrell12,1
Michael Washington,Barstool Sports,University of Hawaii at Manoa,Football,https://instagram.com/Nolimitgreedy,https://twitter.com/@IMHEEMGREEDY,1
Mia Johnson,Barstool Sports,University of Hawaii at Manoa,Volleyball,https://instagram.com/mia.tavis,https://twitter.com/@miatavis,0
Caitrin Lonergan,Barstool Sports,Clarkson University,Ice Hockey,https://instagram.com/lonergan97,https://twitter.com/@lonergan14,0
Marc Degusipe,Barstool Sports,Florida Atlantic University,Baseball,https://instagram.com/marcdegusipe,https://twitter.com/@m_degusipe,1
Malcolm Davidson,Barstool Sports,Florida Atlantic University,Football,https://instagram.com/dukeemmm,https://twitter.com/@duke__11,1
Andrew Boselli,Barstool Sports,Florida Atlantic University,Football,https://instagram.com/andrewboselli,https://twitter.com/@AndrewBoselli,1
Nate Alperi,Barstool Sports,Florida Atlantic University,Football,https://instagram.com/big_nate_,https://twitter.com/@NathanielAlperi,1
Rory Carmody,Barstool Sports,Florida Atlantic University,Cross Country,https://instagram.com/rory.carmody,https://twitter.com/@rorycarmody1,1
Cameron Speed,Barstool Sports,Florida Atlantic University,Swimming and Diving,https://instagram.com/cameron.speed,https://twitter.com/@camsped,1
Myah Murray,Liquid I.V.,Florida Atlantic University,Softball,,,0
Kaitlyn Cunningham,Liquid I.V.,Florida Atlantic University,Softball,,,0
Alexa Zaph,Liquid I.V.,Florida Atlantic University,Basketball,https://instagram.com/alexazaph,,0
Alivia Orvieto,Barstool Sports,Florida Atlantic University,Beach Volleyball,https://instagram.com/alivia_orvieto,https://twitter.com/@Alivia_orvieto,0
Campbell Atkins,Barstool Sports,Florida Atlantic University,Beach Volleyball,https://instagram.com/campbell_atkins,https://twitter.com/@campbellatkins7,0
MiaBella English,Barstool Sports,Florida Atlantic University,Volleyball,https://instagram.com/miaenglishh,https://twitter.com/@miabellaenglish,0
Camryn Vogler,Barstool Sports,Florida Atlantic University,Volleyball,https://instagram.com/Camrynvogler,https://twitter.com/@Camrynvogler01,0
Lauryn Green,Barstool Sports,Florida Atlantic University,Volleyball,https://instagram.com/lo.green_,https://twitter.com/@lo_lo216,0
Sam Slaughter,Barstool Sports,University of Memphis,Baseball,https://instagram.com/sammyslaughter33,https://twitter.com/@SamSlaughter77,1
Jonah Gambill,Barstool Sports,University of Memphis,Football,https://instagram.com/Jonahgambill65,https://twitter.com/@JonahGambill65,1
Mitchell Gildehaus,Barstool Sports,University of Memphis,Football,https://instagram.com/mitch_gilde78,https://twitter.com/@MitchellGildeh1,1
Kendall Lee,Barstool Sports,University of Memphis,Softball,https://instagram.com/kendall_lee11,https://twitter.com/@Kendall_Lee11,0
