Title,URL,Description,Date Published
Russia claims Wagner group fighters capture 2 urban quarters in Ukraine’s Bakhmut,https://www.aa.com.tr/en/russia-ukraine-war/russia-claims-wagner-group-fighters-capture-2-urban-quarters-in-ukraine-s-bakhmut/2873776,"Yevgeny Prigozhin, the head of Wagner, claimed in late March that the battle for the city “almost destroyed the Ukrainian army” and “battered” his group. Meanwhile, Ukraine’s General ...",2023-04-16
Two men claiming to be ex-Wagner fighters said they killed civilians in Ukraine. One recanted. Wagner is looking for the other,https://kesq.com/news/2023/04/18/two-men-claiming-to-be-ex-wagner-fighters-said-they-killed-civilians-in-ukraine-one-recanted-wagner-is-looking-for-the-other/,"He and another former convict, Alexey Savichev, previously gave long and rambling interviews to Russian human rights group Gulagu.net, saying they were among the tens of thousands of Wagner ...",2023-04-18
Wagner group claims control of most of Bakhmut; Kyiv says forces holding firm,https://www.euractiv.com/section/global-europe/news/wagner-group-claims-control-of-most-of-bakhmut-kyiv-says-forces-holding-firm/,The head of Russia’s Wagner mercenary group on Tuesday (11 April) said his forces controlled more than 80% of the devastated eastern Ukrainian city of Bakhmut after some of war’s heaviest and ...,2023-04-10
Zelensky&#39;s Message to Russia After Wagner Group &#39;Beheadings&#39;,https://www.newsweek.com/zelensky-beheading-reaction-ukraine-russia-1793905,"Reports on Russian social media claimed the video was shot near Bakhmut by Wagner Group mercenaries, who are financed by the Russian businessman Yevgeny Prigozhin. Ukrainian President Volodymyr ...",2023-04-13
Escaped Wagner Group fighter confident troops beheading Ukrainian POW in recently-surfaced video are Wagner Group mercenaries,https://meduza.io/en/news/2023/04/12/escaped-wagner-group-fighter-confident-troops-beheading-ukrainian-pow-in-recently-surfaced-video-are-wagner-group-mercenaries,"The recently emerged video footage with the beheading of a captive Ukrainian serviceman, apparently by Russian troops, is likely the work of Wagner Group. The human rights activist Vladimir Osechkin, founder of the Gulagu.net advocacy project, told the ...",2023-04-12
Son of Russian President&#39;s Press Secretary fought as part of Wagner Group – Wagner Group Head,https://news.yahoo.com/son-russian-presidents-press-secretary-190200131.html,"Yevgeny Prigozhin, Leader of the Wagner Group, said that the son of Dmitry Peskov, Press Secretary of the Russian dictator, served as an ordinary gunner in Wagner Group. Source: Prigozhin&#39;s statement in the video of the Russian so-called &quot;military ...",2023-04-22
Wagner Group&#39;s Prigozhin tells Putin to end fighting in Ukraine,https://www.jpost.com/international/article-739323,"One of the people closest to Russia&#39;s President Vladimir Putin, Yevgeny Prigozhin, who also functions as one of the owners of the private militia &quot;Wagner Force,&quot; called on him to stop the war in ...",2023-04-15
Russian Soldiers and Wagner Mercenaries Start Fighting Each Other: Report,https://www.newsweek.com/russian-soldiers-wagner-mercenaries-start-fighting-each-other-report-1796146,"A shoot-out allegedly occurred between Russian soldiers and Wagner Group mercenaries over which side is to blame for Russia&#39;s failures amid the invasion of Ukraine, military authorities from Kyiv ...",2023-04-23
"Military: Wagner Group comparable to armies of Hungary, Slovakia in size",https://finance.yahoo.com/news/military-wagner-group-comparable-armies-113409289.html,"The Wagner Group, Russia’s most high-profile mercenary outfit, is now a fully-fledged army equal in size to Hungary or Slovakia&#39;s military personnel, Serhii Cherevatyi, spokesperson for Ukraine ...",2023-04-02
Russia says Wagner Group seizes two more areas in Ukraine&#39;s Bakhmut,https://www.jpost.com/breaking-news/article-739297,"Fighters of Russia&#39;s Wagner mercenary group have captured two more areas of the Ukrainian city of Bakhmut, Russia&#39;s Defense Ministry said on Saturday. &quot;On the Donetsk direction, the fiercest ...",2023-04-15
Prigozhin regaining favour with Putin – ISW,https://news.yahoo.com/prigozhin-regaining-favour-putin-isw-011426436.html,The Institute for the Study of War (ISW) has concluded that Wagner Group financier Yevgeny Prigozhin &quot;is seemingly regaining some favour with Russian President Vladimir Putin&quot;. Source: ISW report on 17 April 2023 Details: The ISW has reported that ...,2023-04-18
